name_acc,id_acc,currency_acc,spend,date1,date2,day,note,,,,,,,
S - 373,1035804998535385,USD,"125,26",22-10-2025,22-10-2025,22,,,,,,,,
365,1236837574902194,USD,"394,04",22-10-2025,22-10-2025,22,,,,,,,,
364,1669676610345414,USD,"102,28",22-10-2025,22-10-2025,22,,,,,,,,
356,730133879494364,USD,"27,00",22-10-2025,22-10-2025,22,,,,,,,,
354,713038321346515,USD,"52,68",22-10-2025,22-10-2025,22,,,,,,,,
353,3303835713090333,USD,"23,98",22-10-2025,22-10-2025,22,,,,,,,,
352,1417084402654770,USD,"38,31",22-10-2025,22-10-2025,22,,,,,,,,
349,685526981019143,USD,"65,37",22-10-2025,22-10-2025,22,,,,,,,,
348,2854886444699576,USD,"23,23",22-10-2025,22-10-2025,22,,,,,,,,
S - 362,1626045211579971,USD,"1.294,89",22-10-2025,22-10-2025,22,,,,,,,,
S -3335,1412483943423375,USD,"93,13",22-10-2025,22-10-2025,22,,,,,,,,
S -3333,4036678346544715,USD,"51,71",22-10-2025,22-10-2025,22,,,,,,,,
S - 3309,737869358751729,USD,"539,09",22-10-2025,22-10-2025,22,,,,,,,,
S - 58378,1188669392663802,VND,"285,60",22-10-2025,22-10-2025,22,,,,,,,,
S - 58386,988617829573483,VND,"33,40",22-10-2025,22-10-2025,22,,,,,,,,
S-4319,1491053808584319,USD,"0,01",22-10-2025,22-10-2025,22,,,,,,,,
S-0806,519607917870806,USD,"72,73",22-10-2025,22-10-2025,22,,,,,,,,
S-7505,2488123814857505,USD,"73,47",22-10-2025,22-10-2025,22,,,,,,,,
S-2710,606519212222710,USD,"141,23",22-10-2025,22-10-2025,22,,,,,,,,
S-7330,687515320507330,USD,"55,23",22-10-2025,22-10-2025,22,,,,,,,,
Bill đỏ,1023752583245524,USD,"2,30",22-10-2025,22-10-2025,22,,,,,,,,
S - 40213,1146281696987212,USD,"196,61",22-10-2025,22-10-2025,22,,,,,,,,
S - 51391,1806459166844327,USD,"37,94",22-10-2025,22-10-2025,22,,,,,,,,
S - 40471,623943473934542,USD,"153,89",22-10-2025,22-10-2025,22,,,,,,,,
313,1350780095991467,USD,"59,35",22-10-2025,22-10-2025,22,,,,,,,,
332,1805379596711954,USD,"289,25",22-10-2025,22-10-2025,22,,,,,,,,
287,1210979286792554,USD,"3,22",22-10-2025,22-10-2025,22,,,,,,,,
286,672382402336620,USD,"101,31",22-10-2025,22-10-2025,22,,,,,,,,
285,925816326280941,USD,"47,74",22-10-2025,22-10-2025,22,,,,,,,,
284,1090277932942560,USD,"101,69",22-10-2025,22-10-2025,22,,,,,,,,
283,1375996283639057,USD,"1,28",22-10-2025,22-10-2025,22,,,,,,,,
281,1252881099766161,USD,"68,65",22-10-2025,22-10-2025,22,,,,,,,,
280,676860208445380,USD,"13,57",22-10-2025,22-10-2025,22,,,,,,,,
279,3977277542588697,USD,"28,39",22-10-2025,22-10-2025,22,,,,,,,,
278,1113190684170984,USD,"27,61",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 4047,1667711947171124,USD,"66,32",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 5139,1610445670356756,USD,"25,20",22-10-2025,22-10-2025,22,,,,,,,,
1079261767460286,1079261767460286,USD,"25,05",22-10-2025,22-10-2025,22,,,,,,,,
1279467980471680,1279467980471680,USD,"33,75",22-10-2025,22-10-2025,22,,,,,,,,
273,1198801891570743,USD,"127,86",22-10-2025,22-10-2025,22,,,,,,,,
S - 12321324,1293704145513188,USD,"95,58",22-10-2025,22-10-2025,22,,,,,,,,
S - 12321332,1439723177471550,USD,"138,51",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 16682,1868686127320692,USD,"260,74",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 16683,1210020537332436,USD,"237,26",22-10-2025,22-10-2025,22,,,,,,,,
515,1021609830135869,USD,"5,42",22-10-2025,22-10-2025,22,,,,,,,,
514,1716315675944097,USD,"93,89",22-10-2025,22-10-2025,22,,,,,,,,
513,1795542014731783,USD,"29,07",22-10-2025,22-10-2025,22,,,,,,,,
512,1003977658243879,USD,"50,27",22-10-2025,22-10-2025,22,,,,,,,,
796,2041767076632012,USD,"41,26",22-10-2025,22-10-2025,22,,,,,,,,
S - 16614,2650336951837986,USD,"291,02",22-10-2025,22-10-2025,22,,,,,,,,
S - 16617,1421074825850058,USD,"200,31",22-10-2025,22-10-2025,22,,,,,,,,
S - 16618,730596912942431,USD,"908,24",22-10-2025,22-10-2025,22,,,,,,,,
S - 16619,2784051828450603,USD,"226,46",22-10-2025,22-10-2025,22,,,,,,,,
S - 16620,1190469852848832,USD,"69,65",22-10-2025,22-10-2025,22,,,,,,,,
S - 16621,1043208791347492,USD,"118,58",22-10-2025,22-10-2025,22,,,,,,,,
S - 16622,1289593009197774,USD,"376,72",22-10-2025,22-10-2025,22,,,,,,,,
S - 16624,1075738984099895,USD,"62,29",22-10-2025,22-10-2025,22,,,,,,,,
748,1907280496722259,USD,"239,83",22-10-2025,22-10-2025,22,,,,,,,,
745,755952233461733,USD,"7,40",22-10-2025,22-10-2025,22,,,,,,,,
982,1937114667121419,USD,"151,23",22-10-2025,22-10-2025,22,,,,,,,,
979,2104115453406230,USD,"98,66",22-10-2025,22-10-2025,22,,,,,,,,
12,1771956556687047,USD,"82,84",22-10-2025,22-10-2025,22,,,,,,,,
11,659503503648934,USD,"70,75",22-10-2025,22-10-2025,22,,,,,,,,
880,1477233236606987,USD,"0,99",22-10-2025,22-10-2025,22,,,,,,,,
878,3152301494939239,USD,"28,78",22-10-2025,22-10-2025,22,,,,,,,,
877,1075782767979532,USD,"59,14",22-10-2025,22-10-2025,22,,,,,,,,
876,1015547710654900,USD,"88,57",22-10-2025,22-10-2025,22,,,,,,,,
777,618899177470830,USD,"112,06",22-10-2025,22-10-2025,22,,,,,,,,
S - 77214,725831223578980,USD,"169,14",22-10-2025,22-10-2025,22,,,,,,,,
S - 76227,1284283003364715,USD,"222,43",22-10-2025,22-10-2025,22,,,,,,,,
826,949548940629992,USD,"82,50",22-10-2025,22-10-2025,22,,,,,,,,
821,750762151230975,USD,"127,99",22-10-2025,22-10-2025,22,,,,,,,,
820,1550882049625848,USD,"38,81",22-10-2025,22-10-2025,22,,,,,,,,
815,1320470562749467,USD,"0,48",22-10-2025,22-10-2025,22,,,,,,,,
695,603588962481420,USD,"186,47",22-10-2025,22-10-2025,22,,,,,,,,
691,656836314057925,USD,"5,39",22-10-2025,22-10-2025,22,,,,,,,,
690,1387227869205249,USD,"22,51",22-10-2025,22-10-2025,22,,,,,,,,
S - 50043,1236051094914349,USD,"373,80",22-10-2025,22-10-2025,22,,,,,,,,
S - 68611,1157534589474342,USD,"45,79",22-10-2025,22-10-2025,22,,,,,,,,
682,1908763646643096,USD,"22,51",22-10-2025,22-10-2025,22,,,,,,,,
S-757226893317256,757226893317256,USD,"0,11",22-10-2025,22-10-2025,22,,,,,,,,
S-1270304378045288,1270304378045288,USD,"49,28",22-10-2025,22-10-2025,22,,,,,,,,
626,24114414754821793,USD,"29,88",22-10-2025,22-10-2025,22,,,,,,,,
625,9154159154686536,USD,"23,86",22-10-2025,22-10-2025,22,,,,,,,,
624,1666883574031083,USD,"1,00",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,1920086528844556,USD,"531,75",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,744145368117351,USD,"24,49",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 4005 - 0 VND,1853916195374959,VND,"49,52",22-10-2025,22-10-2025,22,,,,,,,,
soăn 28,1725153794770330,USD,"129,13",22-10-2025,22-10-2025,22,,,,,,,,
soăn 24,2082523448903441,USD,"491,05",22-10-2025,22-10-2025,22,,,,,,,,
S - 3217,1273102637657611,USD,"585,84",22-10-2025,22-10-2025,22,,,,,,,,
S - 3218,1181794123716236,USD,"386,76",22-10-2025,22-10-2025,22,,,,,,,,
S - 65439,593110616937959,USD,"59,20",22-10-2025,22-10-2025,22,,,,,,,,
S - 65440,1293084872158825,USD,"30,00",22-10-2025,22-10-2025,22,,,,,,,,
S - 65441,3251267995014292,USD,"1,59",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 16685,699080716412637,USD,"20,22",22-10-2025,22-10-2025,22,,,,,,,,
S - 16688,1830001354234629,USD,"787,47",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 16689,1764634377481566,USD,"158,08",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 16690-k,1707768746510276,USD,"94,11",22-10-2025,22-10-2025,22,,,,,,,,
239,599837563140066,USD,"0,01",22-10-2025,22-10-2025,22,,,,,,,,
179,679343121924942,USD,"8,77",22-10-2025,22-10-2025,22,,,,,,,,
177,2762147473985636,USD,"127,20",22-10-2025,22-10-2025,22,,,,,,,,
176 - k,1645280786173393,USD,"276,82",22-10-2025,22-10-2025,22,,,,,,,,
175,725880359915497,USD,"370,87",22-10-2025,22-10-2025,22,,,,,,,,
174,722709170177122,USD,"78,72",22-10-2025,22-10-2025,22,,,,,,,,
172,1213734283580796,USD,"147,26",22-10-2025,22-10-2025,22,,,,,,,,
S - 3123124132,948651210588962,USD,"196,49",22-10-2025,22-10-2025,22,,,,,,,,
S - 3123124137,4025505837706014,USD,"170,49",22-10-2025,22-10-2025,22,,,,,,,,
215,2782348362154506,USD,"520,16",22-10-2025,22-10-2025,22,,,,,,,,
161,1276943560810682,USD,"16,97",22-10-2025,22-10-2025,22,,,,,,,,
160,9971898002867495,USD,"199,09",22-10-2025,22-10-2025,22,,,,,,,,
153,2432965307078208,USD,"102,06",22-10-2025,22-10-2025,22,,,,,,,,
146,1387943405874348,USD,"2,69",22-10-2025,22-10-2025,22,,,,,,,,
158,1346347986667334,USD,"0,01",22-10-2025,22-10-2025,22,,,,,,,,
144,593501389883409,USD,"343,04",22-10-2025,22-10-2025,22,,,,,,,,
141,708640868786414,USD,"149,43",22-10-2025,22-10-2025,22,,,,,,,,
136,2641585422849876,USD,"12,46",22-10-2025,22-10-2025,22,,,,,,,,
133,1208926477096815,USD,"292,93",22-10-2025,22-10-2025,22,,,,,,,,
132,631007303321716,USD,"114,51",22-10-2025,22-10-2025,22,,,,,,,,
131,1040361884710805,USD,"312,14",22-10-2025,22-10-2025,22,,,,,,,,
130,994009085863051,USD,"19,81",22-10-2025,22-10-2025,22,,,,,,,,
119,1598224984185763,USD,"76,32",22-10-2025,22-10-2025,22,,,,,,,,
113,1074564761402064,USD,"18,10",22-10-2025,22-10-2025,22,,,,,,,,
110,1046052750820361,USD,"20,92",22-10-2025,22-10-2025,22,,,,,,,,
102,2091849467987092,USD,"146,72",22-10-2025,22-10-2025,22,,,,,,,,
89,544969962000595,USD,"801,81",22-10-2025,22-10-2025,22,,,,,,,,
S - XXX 2,684057034228771,USD,"1.621,25",22-10-2025,22-10-2025,22,,,,,,,,
Valorie 10 16.9 1,706284951984574,USD,"15,27",22-10-2025,22-10-2025,22,,,,,,,,
Valorie 10 16.9 2,665525223038381,USD,"136,44",22-10-2025,22-10-2025,22,,,,,,,,
85,1380635683207662,USD,"172,85",22-10-2025,22-10-2025,22,,,,,,,,
82,562061029884810,USD,"2,65",22-10-2025,22-10-2025,22,,,,,,,,
59,2997166593776397,USD,"14,07",22-10-2025,22-10-2025,22,,,,,,,,
57,1365703437853200,USD,"19,99",22-10-2025,22-10-2025,22,,,,,,,,
55,667159932835150,USD,"9,78",22-10-2025,22-10-2025,22,,,,,,,,
529,709252285169943,USD,"228,71",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 3999,1321922569042058,VND,"38,72",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 3999,600902142945982,VND,"66,74",22-10-2025,22-10-2025,22,,,,,,,,
Visa · 4583 - 0 VND,1586254922195937,VND,"69,79",22-10-2025,22-10-2025,22,,,,,,,,
Rodion 17.8 0,4164331333852855,USD,"576,54",22-10-2025,22-10-2025,22,,,,,,,,
S - 39820,23929299560019708,USD,"818,23",22-10-2025,22-10-2025,22,,,,,,,,
S - 019292,1425093275470264,USD,"581,43",22-10-2025,22-10-2025,22,,,,,,,,
S - 78292,1624675568197487,USD,"45,84",22-10-2025,22-10-2025,22,,,,,,,,
699404049543782,699404049543782,USD,"202,50",22-10-2025,22-10-2025,22,,,,,,,,
S -09911,584277121396008,USD,"59,40",22-10-2025,22-10-2025,22,,,,,,,,
S - 28282,4199461940381496,USD,"19,80",22-10-2025,22-10-2025,22,,,,,,,,
S - 3311,585388497661296,USD,"360,92",22-10-2025,22-10-2025,22,,,,,,,,
S - 2332,749608654304594,USD,"17,91",22-10-2025,22-10-2025,22,,,,,,,,
S - 16081,590581073698934,USD,"201,75",22-10-2025,22-10-2025,22,,,,,,,,
S - 82828,1101622685200992,USD,"122,14",22-10-2025,22-10-2025,22,,,,,,,,
S - 38392,1514041606234459,USD,"4,34",22-10-2025,22-10-2025,22,,,,,,,,
S - 38733,723870417270385,USD,"7,57",22-10-2025,22-10-2025,22,,,,,,,,
1428035035002733,1428035035002733,USD,"74,07",22-10-2025,22-10-2025,22,,,,,,,,
1234393274834507,1234393274834507,USD,"11,01",22-10-2025,22-10-2025,22,,,,,,,,
739640199001925,739640199001925,USD,"201,59",22-10-2025,22-10-2025,22,,,,,,,,
soăn 43,727247809704754,USD,"933,54",22-10-2025,22-10-2025,22,,,,,,,,
HD - 21331 1,1096270935698279,USD,"279,04",22-10-2025,22-10-2025,22,,,,,,,,
soăn 36,1244912577184943,USD,"169,41",22-10-2025,22-10-2025,22,,,,,,,,
soăn 27,1436749550797665,PHP,"105,15",22-10-2025,22-10-2025,22,,,,,,,,
soăn 26,1726521798256317,USD,"352,61",22-10-2025,22-10-2025,22,,,,,,,,
S - 81233,1353622299077292,USD,"107,82",22-10-2025,22-10-2025,22,,,,,,,,
S - 2839,4148458872147701,USD,"530,61",22-10-2025,22-10-2025,22,,,,,,,,
S - 272983,1214509073789538,USD,"329,61",22-10-2025,22-10-2025,22,,,,,,,,
S - 26839,2037437726997532,USD,"98,02",22-10-2025,22-10-2025,22,,,,,,,,
S - 38838,1686052922096929,USD,"60,67",22-10-2025,22-10-2025,22,,,,,,,,
S - 92838,495944250246867,USD,"109,45",22-10-2025,22-10-2025,22,,,,,,,,
904006948061671,904006948061671,USD,"173,75",22-10-2025,22-10-2025,22,,,,,,,,
S - Unnamed 1,7408011289229901,USD,"1,49",22-10-2025,22-10-2025,22,,,,,,,,
740480202636992,740480202636992,USD,"42,18",22-10-2025,22-10-2025,22,,,,,,,,
PH 9515,736083301439515,USD,"151,67",22-10-2025,22-10-2025,22,,,,,,,,
DTHMedia 160,727374612653336,USD,"543,61",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 75390,694440212800110,USD,"29,55",22-10-2025,22-10-2025,22,,,,,,,,
S - Raze5 6,554170472481303,USD,"2.489,54",22-10-2025,22-10-2025,22,,,,,,,,
S - 4892,550693750457631,USD,"193,44",22-10-2025,22-10-2025,22,,,,,,,,
S- 2351,438171176722351,USD,"736,36",22-10-2025,22-10-2025,22,,,,,,,,
S - 25226,391797896625060,USD,"1.066,44",22-10-2025,22-10-2025,22,,,,,,,,
S - 355497127190204,355497127190204,USD,"31,80",22-10-2025,22-10-2025,22,,,,,,,,
S - 23541,344875158306108,USD,"212,57",22-10-2025,22-10-2025,22,,,,,,,,
CN 283648391832303,283648391832303,VND,"17,12",22-10-2025,22-10-2025,22,,,,,,,,
S - 1003,208255218978486,TRY,"57,30",22-10-2025,22-10-2025,22,,,,,,,,
CN 131813107186649,131813107186649,USD,"167,06",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,1283497126627851,USD,"65,74",22-10-2025,22-10-2025,22,,,,,,,,
S1,1136546493965718,MXN,"1.905,85",22-10-2025,22-10-2025,22,,,,,,,,
S - 2315,10202795584195453,EUR,"5,18",22-10-2025,22-10-2025,22,,,,,,,,
s 679,901149177905679,USD,"16,08",22-10-2025,22-10-2025,22,,,,,,,,
S-1234,723405183972654,USD,"237,37",22-10-2025,22-10-2025,22,,,,,,,,
S - Raze5 5,4069896819993,EUR,"48,88",22-10-2025,22-10-2025,22,,,,,,,,
SD Agency - 31647,2123973334631645,USD,"11,13",22-10-2025,22-10-2025,22,,,,,,,,
s 052,182040348334052,USD,"134,46",22-10-2025,22-10-2025,22,,,,,,,,
ab,1218277939544129,USD,"47,27",22-10-2025,22-10-2025,22,,,,,,,,
169 : Nolimit - Agency - BM2500 430195,1500752181108951,USD,"65,92",22-10-2025,22-10-2025,22,,,,,,,,
VI59,286735751057852,USD,"361,53",22-10-2025,22-10-2025,22,,,,,,,,
lele119,666240538789477,USD,"197,51",22-10-2025,22-10-2025,22,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
,,,,,, ,,,,,,,,
