name_acc,id_acc,currency_acc,spend,date1,date2,day,note,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
1904,316105733892484,USD,8.98,30-10-2025,30-10-2025,30,,,,,,,,
1903,693869718459121,USD,79.01,30-10-2025,30-10-2025,30,,,,,,,,
1899,480471993802812,USD,33.64,30-10-2025,30-10-2025,30,,,,,,,,
1883,473669220890829,USD,206.19,30-10-2025,30-10-2025,30,,,,,,,,
S - 95106,1135779967221964,USD,486.63,30-10-2025,30-10-2025,30,,,,,,,,
S - 95118,1038219600372412,USD,8.69,30-10-2025,30-10-2025,30,,,,,,,,
1788,1010984422831391,USD,60.97,30-10-2025,30-10-2025,30,,,,,,,,
2494,5576215899059929,USD,73.12,30-10-2025,30-10-2025,30,,,,,,,,
Rodion 17.8 0,4164331333852855,USD,20.73,30-10-2025,30-10-2025,30,,,,,,,,
2480,628247878589013,USD,22.06,30-10-2025,30-10-2025,30,,,,,,,,
2461,361913392214396,USD,36.3,30-10-2025,30-10-2025,30,,,,,,,,
2258,1576204556060203,USD,67.66,30-10-2025,30-10-2025,30,,,,,,,,
2230,498506854952288,USD,44.64,30-10-2025,30-10-2025,30,,,,,,,,
2114,329481729119868,USD,123.1,30-10-2025,30-10-2025,30,,,,,,,,
2111,710972050061959,USD,9.03,30-10-2025,30-10-2025,30,,,,,,,,
S - 3267,454134336414192,USD,86.74,30-10-2025,30-10-2025,30,,,,,,,,
S - 3266,489103659340947,USD,24.97,30-10-2025,30-10-2025,30,,,,,,,,
S - 4250,216853843929670,USD,166.25,30-10-2025,30-10-2025,30,,,,,,,,
S - 1113,755271877181995,USD,267.37,30-10-2025,30-10-2025,30,,,,,,,,
S - 39820,23929299560019708,USD,4147.84,30-10-2025,30-10-2025,30,,,,,,,,
S -09911,584277121396008,USD,46.57,30-10-2025,30-10-2025,30,,,,,,,,
S - 28282,4199461940381496,USD,57.5,30-10-2025,30-10-2025,30,,,,,,,,
S - 38392,1514041606234459,USD,22.47,30-10-2025,30-10-2025,30,,,,,,,,
S - 38733,723870417270385,USD,57.37,30-10-2025,30-10-2025,30,,,,,,,,
S - 82131 1,2156848114739273,USD,122.42,30-10-2025,30-10-2025,30,,,,,,,,
S - 38838,1686052922096929,USD,72.84,30-10-2025,30-10-2025,30,,,,,,,,
S - 83389,1715629989829858,USD,170.41,30-10-2025,30-10-2025,30,,,,,,,,
S - 92838,495944250246867,USD,201.02,30-10-2025,30-10-2025,30,,,,,,,,
S - 38383,1499059401078902,USD,587.27,30-10-2025,30-10-2025,30,,,,,,,,
1428035035002733,1428035035002733,USD,40.47,30-10-2025,30-10-2025,30,,,,,,,,
1234393274834507,1234393274834507,USD,37.41,30-10-2025,30-10-2025,30,,,,,,,,
soăn 43,727247809704754,USD,35.49,30-10-2025,30-10-2025,30,,,,,,,,
HD - 21331 1,1096270935698279,USD,70.25,30-10-2025,30-10-2025,30,,,,,,,,
soăn 38,710822098245095,USD,34.93,30-10-2025,30-10-2025,30,,,,,,,,
soăn 36,1244912577184943,USD,504.6,30-10-2025,30-10-2025,30,,,,,,,,
soăn 34,1216044320219696,USD,84.58,30-10-2025,30-10-2025,30,,,,,,,,
soăn 27,1436749550797665,PHP,182.64,30-10-2025,30-10-2025,30,,,,,,,,
TL 432,750720506444862,USD,86.83,30-10-2025,30-10-2025,30,,,,,,,,
SD Agency - 75390,694440212800110,USD,91.47,30-10-2025,30-10-2025,30,,,,,,,,
S - Raze5 6,554170472481303,USD,1885.46,30-10-2025,30-10-2025,30,,,,,,,,
S - 25226,391797896625060,USD,374.61,30-10-2025,30-10-2025,30,,,,,,,,
S - 355497127190204,355497127190204,USD,33.83,30-10-2025,30-10-2025,30,,,,,,,,
S - 23541,344875158306108,USD,233.51,30-10-2025,30-10-2025,30,,,,,,,,
CN 283648391832303,283648391832303,VND,34.46,30-10-2025,30-10-2025,30,,,,,,,,
CN 131813107186649,131813107186649,USD,139.02,30-10-2025,30-10-2025,30,,,,,,,,
S-1234,1228207988794624,USD,167.68,30-10-2025,30-10-2025,30,,,,,,,,
S - 2315,10202795584195453,EUR,3.39,30-10-2025,30-10-2025,30,,,,,,,,
SD Agency - 4462,669282799801116,EUR,0.48,30-10-2025,30-10-2025,30,,,,,,,,
S- 2351,438171176722351,USD,97.17,30-10-2025,30-10-2025,30,,,,,,,,
soăn 14,713560004850500,USD,2.66,30-10-2025,30-10-2025,30,,,,,,,,
soăn 30,4021516561433393,USD,21.73,30-10-2025,30-10-2025,30,,,,,,,,
1,1292511958946905,USD,3.19,30-10-2025,30-10-2025,30,,,,,,,,
VI59,286735751057852,USD,155.64,31-10-2025,31-10-2025,31,,N31,,,,,,
lele119,666240538789477,USD,34.78,31-10-2025,31-10-2025,31,,,,,,,,
VI67,747168356871672,USD,47.34,31-10-2025,31-10-2025,31,,,,,,,,
lele119,7554757801225473,USD,483.21,31-10-2025,31-10-2025,31,,,,,,,,
lele119,919071429599786,USD,3.03,31-10-2025,31-10-2025,31,,,,,,,,
Spiderman 528,1388296738472837,USD,35.87,31-10-2025,31-10-2025,31,,,,,,,,
Spiderman 530,413425824346480,USD,19.75,31-10-2025,31-10-2025,31,,,,,,,,
Spiderman 766,395766892973273,USD,44.72,31-10-2025,31-10-2025,31,,,,,,,,
lỗi trả trước,1036778348134400,USD,0.7,31-10-2025,31-10-2025,31,,,,,,,,
S-1234,931183508548403,USD,504.28,31-10-2025,31-10-2025,31,,,,,,,,
S-1234,560762090144698,USD,6710.58,31-10-2025,31-10-2025,31,,,,,,,,
VI56,2242621699444177,USD,63.15,31-10-2025,31-10-2025,31,,,,,,,,
VI29,573734938894612,USD,174.77,31-10-2025,31-10-2025,31,,,,,,,,
Kyoung Tae Park,401112523288326,KRW,2.38,31-10-2025,31-10-2025,31,,,,,,,,
S - 14614,421168811055700,USD,226.03,31-10-2025,31-10-2025,31,,,,,,,,
S - 123,946479090994478,USD,38.42,31-10-2025,31-10-2025,31,,,,,,,,
S - 123,670412265344008,USD,51.43,31-10-2025,31-10-2025,31,,,,,,,,
S - 123,1291677531892285,USD,65.86,31-10-2025,31-10-2025,31,,,,,,,,
S - 123,1688365645434303,USD,43.46,31-10-2025,31-10-2025,31,,,,,,,,
S-1234,937488468550504,USD,29.17,31-10-2025,31-10-2025,31,,,,,,,,
S - 129112,936176982042793,USD,193.42,31-10-2025,31-10-2025,31,,,,,,,,
Q41,9415292545227601,USD,37.2,31-10-2025,31-10-2025,31,,,,,,,,
167,958536786255021,USD,23.57,31-10-2025,31-10-2025,31,,,,,,,,
Đã fix thuế 5,9327465010713664,USD,48.52,31-10-2025,31-10-2025,31,,,,,,,,
1323043468750989,1323043468750989,USD,24.6,31-10-2025,31-10-2025,31,,,,,,,,
RoiBogdan 61 3,1376878869985979,USD,164.2,31-10-2025,31-10-2025,31,,,,,,,,
S - 312312,1474393043259413,VND,105.51,31-10-2025,31-10-2025,31,,,,,,,,
S - 101,445122798061650,VND,122.61,31-10-2025,31-10-2025,31,,,,,,,,
SD Agency - 58931,4571984929694644,VND,12.08,31-10-2025,31-10-2025,31,,,,,,,,
S - 1008,1445098946048461,MXN,298.66,31-10-2025,31-10-2025,31,,,,,,,,
Watermelon - 1011,1762889014196935,MXN,660.2,31-10-2025,31-10-2025,31,,,,,,,,
Watermelon - 1014,693628566233627,PHP,67.04,31-10-2025,31-10-2025,31,,,,,,,,
S-8857,343914195168857,USD,128.76,31-10-2025,31-10-2025,31,,,,,,,,
S-4417,1065795278064417,USD,254.1,31-10-2025,31-10-2025,31,,,,,,,,
Now 166,1378157462798693,USD,139.34,31-10-2025,31-10-2025,31,,,,,,,,
Now 169,1053199055902541,USD,29.46,31-10-2025,31-10-2025,31,,,,,,,,
S- 7015 - K,354188267316709,USD,178.05,31-10-2025,31-10-2025,31,,,,,,,,
S - 92610,255160527592610,USD,110.92,31-10-2025,31-10-2025,31,,,,,,,,
347248654678214,347248654678214,USD,242.64,31-10-2025,31-10-2025,31,,,,,,,,
S - 28228,3551533515061995,USD,459.85,31-10-2025,31-10-2025,31,,,,,,,,
SD Agency - 87091,885305193085353,USD,86.98,31-10-2025,31-10-2025,31,,,,,,,,
S - 87100,382738037760478,USD,35.7,31-10-2025,31-10-2025,31,,,,,,,,
S - 87086,341390728752767,USD,35.77,31-10-2025,31-10-2025,31,,,,,,,,
S - 15082,1560045084761949,USD,104.57,31-10-2025,31-10-2025,31,,,,,,,,
S - 86536,1111164169894815,USD,18.26,31-10-2025,31-10-2025,31,,,,,,,,
S - 86540,915213846666846,USD,146.56,31-10-2025,31-10-2025,31,,,,,,,,
S - 321,1208347179973600,USD,0.2,31-10-2025,31-10-2025,31,,,,,,,,
1,318423827832933,USD,1.45,31-10-2025,31-10-2025,31,,,,,,,,
S - 306,340200765533540,USD,1.0,31-10-2025,31-10-2025,31,,,,,,,,
1161534858161480,1161534858161480,USD,104.22,31-10-2025,31-10-2025,31,,,,,,,,
7429801170387000,7429801170387000,USD,33.44,31-10-2025,31-10-2025,31,,,,,,,,
S-092,723248649745722,USD,16.64,31-10-2025,31-10-2025,31,,,,,,,,
S-092,1107069996964712,USD,36.26,31-10-2025,31-10-2025,31,,,,,,,,
Bé Lê 2500 88,1292481618085280,USD,517.06,31-10-2025,31-10-2025,31,,,,,,,,
Bé Lê 2500 179,1769443400222282,USD,151.91,31-10-2025,31-10-2025,31,,,,,,,,
S - 64376,1845306525920864,USD,9.09,31-10-2025,31-10-2025,31,,,,,,,,
S-888530582918015,888530582918015,USD,25.15,31-10-2025,31-10-2025,31,,,,,,,,
S-855575009693751,855575009693751,USD,60.23,31-10-2025,31-10-2025,31,,,,,,,,
S-1633273780813849,1633273780813849,USD,3.05,31-10-2025,31-10-2025,31,,,,,,,,
S-1339211493465862,1339211493465862,USD,120.07,31-10-2025,31-10-2025,31,,,,,,,,
S-1405752270149758,1405752270149758,USD,23.82,31-10-2025,31-10-2025,31,,,,,,,,
S-241606168968979,241606168968979,USD,47.16,31-10-2025,31-10-2025,31,,,,,,,,
S-908077527494339,908077527494339,USD,80.53,31-10-2025,31-10-2025,31,,,,,,,,
S-332228569679190,332228569679190,USD,443.65,31-10-2025,31-10-2025,31,,,,,,,,
S - 66193,1031601114809275,USD,222.64,31-10-2025,31-10-2025,31,,,,,,,,
S - 123213131,707385968032949,USD,6.39,31-10-2025,31-10-2025,31,,,,,,,,
S-6750,329484699906750,USD,12.8,31-10-2025,31-10-2025,31,,,,,,,,
back 12,209813418865335,USD,279.73,31-10-2025,31-10-2025,31,,,,,,,,
Luxy 26.10 5,360861146690738,USD,245.05,31-10-2025,31-10-2025,31,,,,,,,,
Valorie 10 6,1035936230855988,USD,55.78,31-10-2025,31-10-2025,31,,,,,,,,
RoiBogdan 42 4.9 1,1324517414927279,USD,50.29,31-10-2025,31-10-2025,31,,,,,,,,
S-006,1030466831574276,USD,140.7,31-10-2025,31-10-2025,31,,,,,,,,
px 2 16.7 2,380669224330019,USD,21.66,31-10-2025,31-10-2025,31,,,,,,,,
S-006,332622256343055,USD,146.13,31-10-2025,31-10-2025,31,,,,,,,,
BAOANH10acc 6,705467771652477,USD,278.08,31-10-2025,31-10-2025,31,,,,,,,,
S - 123,635795387638459,USD,112.47,31-10-2025,31-10-2025,31,,,,,,,,
S-370385081084621,370385081084621,USD,0.01,31-10-2025,31-10-2025,31,,,,,,,,
S-1125927081512937,1125927081512937,USD,464.9,31-10-2025,31-10-2025,31,,,,,,,,
S-30865734462red,308657344625083,USD,37.94,31-10-2025,31-10-2025,31,,,,,,,,
S - 15374,681940702814796,USD,75.75,31-10-2025,31-10-2025,31,,,,,,,,
S - 584,524554435470924,MXN,630.16,31-10-2025,31-10-2025,31,,,,,,,,
S-22,484193949885931,USD,39.41,31-10-2025,31-10-2025,31,,,,,,,,
S-3041975,1079527482901476,USD,96.72,31-10-2025,31-10-2025,31,,,,,,,,
S-3041975,955964218374786,USD,53.93,31-10-2025,31-10-2025,31,,,,,,,,
S-3041975,746157306362466,USD,93.35,31-10-2025,31-10-2025,31,,,,,,,,
475592304159481 (1),475592304159481,USD,11.4,31-10-2025,31-10-2025,31,,,,,,,,
265309692257659 - k,265309692257659,USD,106.86,31-10-2025,31-10-2025,31,,,,,,,,
894138267947600,894138267947600,USD,75.19,31-10-2025,31-10-2025,31,,,,,,,,
S - 6745,457371742538892,USD,49.77,31-10-2025,31-10-2025,31,,,,,,,,
sfgdn255,301782105149205,USD,112.99,31-10-2025,31-10-2025,31,,,,,,,,
Agency 222,987850628498937,USD,81.4,31-10-2025,31-10-2025,31,,,,,,,,
Agency 119,363727781850444,USD,276.26,31-10-2025,31-10-2025,31,,,,,,,,
Agency 108,339100864718667,USD,18.73,31-10-2025,31-10-2025,31,,,,,,,,
987713185478147,987713185478147,USD,19.51,31-10-2025,31-10-2025,31,,,,,,,,
S - 3223,1049438285623080,USD,221.05,31-10-2025,31-10-2025,31,,,,,,,,
SD Agency - 15386,696707152570068,USD,146.28,31-10-2025,31-10-2025,31,,,,,,,,
S-3990,747892687393990,USD,126.01,31-10-2025,31-10-2025,31,,,,,,,,
S - 38839,1738208896752314,USD,1098.32,31-10-2025,31-10-2025,31,,,,,,,,
SSSS,1054550935663456,USD,124.09,31-10-2025,31-10-2025,31,,,,,,,,
S - 64842,336019009264363,USD,0.42,31-10-2025,31-10-2025,31,,,,,,,,
S - 3220,2743860235790807,USD,251.1,31-10-2025,31-10-2025,31,,,,,,,,
S - 64859,855207166405803,USD,130.28,31-10-2025,31-10-2025,31,,,,,,,,
S - 3221,2651130635048851,USD,16.39,31-10-2025,31-10-2025,31,,,,,,,,
1,1120608719107000,USD,0.95,31-10-2025,31-10-2025,31,,,,,,,,
Vũ Bắc 277,775443001286259,USD,219.87,31-10-2025,31-10-2025,31,,,,,,,,
Vũ Bắc 278,828461512383649,USD,13.81,31-10-2025,31-10-2025,31,,,,,,,,
Vũ Bắc 28,1032734204499736,USD,33.49,31-10-2025,31-10-2025,31,,,,,,,,
Vũ Bắc 282,753523253360462,USD,335.35,31-10-2025,31-10-2025,31,,,,,,,,
Valorie 2 12.8 2,843172997611752,USD,0.37,31-10-2025,31-10-2025,31,,,,,,,,
Valorie 9 1,1537047967057661,USD,70.89,31-10-2025,31-10-2025,31,,,,,,,,
Vũ Bắc 430,922533439386719,USD,116.76,31-10-2025,31-10-2025,31,,,,,,,,
S-1426279448240351,1426279448240351,USD,591.8,31-10-2025,31-10-2025,31,,,,,,,,
SD Agency - 15627,4802297803218304,USD,0.03,31-10-2025,31-10-2025,31,,,,,,,,
S - 64363,477592584037443,USD,59.25,31-10-2025,31-10-2025,31,,,,,,,,
RoiBogdan 44 28/5 2,502937941393134,USD,101.87,31-10-2025,31-10-2025,31,,,,,,,,
1161599567983084,1161599567983084,USD,66.78,31-10-2025,31-10-2025,31,,,,,,,,
S - 5488,710364463706002,USD,0.13,31-10-2025,31-10-2025,31,,,,,,,,
VIP 734,655880845722507,USD,115.86,31-10-2025,31-10-2025,31,,,,,,,,
S-465806911772441,465806911772441,USD,81.61,31-10-2025,31-10-2025,31,,,,,,,,
S-373662520881073,373662520881073,USD,107.83,31-10-2025,31-10-2025,31,,,,,,,,
SD Agency - 15651,346489200687366,USD,0.01,31-10-2025,31-10-2025,31,,,,,,,,
SD Agency - 15652,480914253667870,USD,0.62,31-10-2025,31-10-2025,31,,,,,,,,
SD Agency - 15659,1079641579249452,USD,165.02,31-10-2025,31-10-2025,31,,,,,,,,
S - 15669,279794277626873,USD,30.19,31-10-2025,31-10-2025,31,,,,,,,,
S - 15671,1256976601452626,USD,65.29,31-10-2025,31-10-2025,31,,,,,,,,
VIP 881,482127783449307,USD,44.07,31-10-2025,31-10-2025,31,,,,,,,,
VIP 899,643420566937143,USD,699.83,31-10-2025,31-10-2025,31,,,,,,,,
VIP 903,367517071877918,USD,20.13,31-10-2025,31-10-2025,31,,,,,,,,
VIP 906,918852338812902,USD,43.44,31-10-2025,31-10-2025,31,,,,,,,,
S - 782429,9494147797350966,USD,58.34,31-10-2025,31-10-2025,31,,,,,,,,
s 485,2356846087843485,USD,1.0,31-10-2025,31-10-2025,31,,,,,,,,
s 9050,335528849349050,USD,1.0,31-10-2025,31-10-2025,31,,,,,,,,
S - 43234,780321804112182,USD,581.57,31-10-2025,31-10-2025,31,,,,,,,,
S - 5435,742485901134720,USD,104.13,31-10-2025,31-10-2025,31,,,,,,,,
S - 6637,394267683074554,USD,19.53,31-10-2025,31-10-2025,31,,,,,,,,
S- 2368,2682210305317141,USD,90.7,31-10-2025,31-10-2025,31,,,,,,,,
S- 2374,1048442123042059,USD,1.0,31-10-2025,31-10-2025,31,,,,,,,,
Foster 1 2,1745573385911220,USD,103.39,31-10-2025,31-10-2025,31,,,,,,,,
RoiBogdan 42 10.10 1,1453333958555702,USD,116.5,31-10-2025,31-10-2025,31,,,,,,,,
S - 011,3463167954013632,USD,335.73,31-10-2025,31-10-2025,31,,,,,,,,
359996430300462,359996430300462,USD,97.02,31-10-2025,31-10-2025,31,,,,,,,,
S-66666,7105228239555287,USD,32.84,31-10-2025,31-10-2025,31,,,,,,,,
SD Agency - 42862,619769189131921,USD,52.74,31-10-2025,31-10-2025,31,,,,,,,,
S - 66194,1355739461531421,USD,292.29,31-10-2025,31-10-2025,31,,,,,,,,
USD 21,7211128648928173,USD,454.47,31-10-2025,31-10-2025,31,,,,,,,,
USD 213,363394381926278,USD,524.67,31-10-2025,31-10-2025,31,,,,,,,,
USD 218,7006678346073563,USD,6.35,31-10-2025,31-10-2025,31,,,,,,,,
S-6423,267263765536423,USD,674.16,31-10-2025,31-10-2025,31,,,,,,,,
S-4890409461077780,4890409461077780,USD,157.16,31-10-2025,31-10-2025,31,,,,,,,,
S-626190565158629,626190565158629,USD,30.85,31-10-2025,31-10-2025,31,,,,,,,,
S - 73460,322077843194433,USD,15.37,31-10-2025,31-10-2025,31,,,,,,,,
S - 73461,276817377736563,USD,168.97,31-10-2025,31-10-2025,31,,,,,,,,
S - 73462,1382384448868237,USD,111.11,31-10-2025,31-10-2025,31,,,,,,,,
S - 15452,352693930059288,USD,41.75,31-10-2025,31-10-2025,31,,,,,,,,
S-1024859928440681,1024859928440681,USD,23.93,31-10-2025,31-10-2025,31,,,,,,,,
S - 82360,505634784457686,USD,52.04,31-10-2025,31-10-2025,31,,,,,,,,
S - 82363,1285636711922007,USD,43.97,31-10-2025,31-10-2025,31,,,,,,,,
706592987006186,706592987006186,USD,30.05,31-10-2025,31-10-2025,31,,,,,,,,
S - 82368,265921429026814,USD,3926.24,31-10-2025,31-10-2025,31,,,,,,,,
S-9920,685041593499920,USD,1386.93,31-10-2025,31-10-2025,31,,,,,,,,
S-5104,3632060800455104,USD,163.26,31-10-2025,31-10-2025,31,,,,,,,,
Bend1 2,1018154473095090,USD,360.57,31-10-2025,31-10-2025,31,,,,,,,,
Santa 488,989081499870015,USD,63.64,31-10-2025,31-10-2025,31,,,,,,,,
Santa 480,1180886606574473,USD,109.3,31-10-2025,31-10-2025,31,,,,,,,,
Santa 152,991571676426408,USD,348.52,31-10-2025,31-10-2025,31,,,,,,,,
Santa 162,1632591930734140,USD,832.86,31-10-2025,31-10-2025,31,,,,,,,,
Santa 566,1724507704769398,USD,454.31,31-10-2025,31-10-2025,31,,,,,,,,
Santa 174,9429815477138086,USD,2124.02,31-10-2025,31-10-2025,31,,,,,,,,
S - 88392,9592115337544302,USD,215.78,31-10-2025,31-10-2025,31,,,,,,,,
S - 298392,710169788350374,USD,201.65,31-10-2025,31-10-2025,31,,,,,,,,
S - 12316,1709006976395953,USD,18.44,31-10-2025,31-10-2025,31,,,,,,,,
78,2535928983421481,USD,333.21,31-10-2025,31-10-2025,31,,,,,,,,
S - 12328,1210002444106815,USD,85.46,31-10-2025,31-10-2025,31,,,,,,,,
NHD - 104,1084307546098077,USD,52.22,31-10-2025,31-10-2025,31,,,,,,,,
S-8560,759395526038560,USD,148.08,31-10-2025,31-10-2025,31,,,,,,,,
S-12312,1517335082451351,USD,103.51,31-10-2025,31-10-2025,31,,,,,,,,
S-135,1288846081807744,USD,40.81,31-10-2025,31-10-2025,31,,,,,,,,
1059731708561308,1059731708561308,USD,5.5,31-10-2025,31-10-2025,31,,,,,,,,
1066142704428916,1066142704428916,USD,38.07,31-10-2025,31-10-2025,31,,,,,,,,
1066300134524991,1066300134524991,USD,21.95,31-10-2025,31-10-2025,31,,,,,,,,
1068774627782025,1068774627782025,USD,378.84,31-10-2025,31-10-2025,31,,,,,,,,
1068829614133719,1068829614133719,USD,172.65,31-10-2025,31-10-2025,31,,,,,,,,
1072943040421155,1072943040421155,USD,223.9,31-10-2025,31-10-2025,31,,,,,,,,
1075421110547290,1075421110547290,USD,39.64,31-10-2025,31-10-2025,31,,,,,,,,
1075828943628706,1075828943628706,USD,119.99,31-10-2025,31-10-2025,31,,,,,,,,
1080354776640678,1080354776640678,USD,104.78,31-10-2025,31-10-2025,31,,,,,,,,
1082536689861874,1082536689861874,USD,145.55,31-10-2025,31-10-2025,31,,,,,,,,
1084211726070168,1084211726070168,USD,78.88,31-10-2025,31-10-2025,31,,,,,,,,
1084284382568660,1084284382568660,USD,210.98,31-10-2025,31-10-2025,31,,,,,,,,
1084350669358148,1084350669358148,USD,227.19,31-10-2025,31-10-2025,31,,,,,,,,
1085000995851951,1085000995851951,USD,106.08,31-10-2025,31-10-2025,31,,,,,,,,
1086144052409004,1086144052409004,USD,141.65,31-10-2025,31-10-2025,31,,,,,,,,
1086313805713981,1086313805713981,USD,306.88,31-10-2025,31-10-2025,31,,,,,,,,
S - 15754,1518463395608882,USD,183.84,31-10-2025,31-10-2025,31,,,,,,,,
S -5432,154593007746340,USD,206.28,31-10-2025,31-10-2025,31,,,,,,,,
1551858598898629,1551858598898629,USD,218.07,31-10-2025,31-10-2025,31,,,,,,,,
1569711473859284,1569711473859284,USD,19.83,31-10-2025,31-10-2025,31,,,,,,,,
1589261808547254,1589261808547254,USD,38.54,31-10-2025,31-10-2025,31,,,,,,,,
1595084051300442,1595084051300442,USD,41.79,31-10-2025,31-10-2025,31,,,,,,,,
1600435833825985,1600435833825985,USD,0.07,31-10-2025,31-10-2025,31,,,,,,,,
1615725138958979,1615725138958979,USD,166.68,31-10-2025,31-10-2025,31,,,,,,,,
1637855580079305,1637855580079305,USD,43.14,31-10-2025,31-10-2025,31,,,,,,,,
PB15,1687105668453279,USD,120.54,31-10-2025,31-10-2025,31,,,,,,,,
lele36,1690289081445896,USD,33.28,31-10-2025,31-10-2025,31,,,,,,,,
lele36,1705413159957192,USD,107.89,31-10-2025,31-10-2025,31,,,,,,,,
lele36,1705793036830271,USD,85.03,31-10-2025,31-10-2025,31,,,,,,,,
1820980824989368,1820980824989368,USD,135.07,31-10-2025,31-10-2025,31,,,,,,,,
198807493302249,198807493302249,USD,46.29,31-10-2025,31-10-2025,31,,,,,,,,
1991109671270831,1991109671270831,USD,30.81,31-10-2025,31-10-2025,31,,,,,,,,
S - 15826,1239221057574458,USD,0.03,31-10-2025,31-10-2025,31,,,,,,,,
S - 533,1344704456798471,VND,0.26,31-10-2025,31-10-2025,31,,,,,,,,
S - 534,680904527712761,VND,0.42,31-10-2025,31-10-2025,31,,,,,,,,
S - 537,9257896954335676,VND,0.54,31-10-2025,31-10-2025,31,,,,,,,,
Visa · 4641,659082570212079,VND,3.73,31-10-2025,31-10-2025,31,,,,,,,,
Visa · 4617,2029986770819735,VND,6.4,31-10-2025,31-10-2025,31,,,,,,,,
Visa · 7676,1325651551993573,VND,97.77,31-10-2025,31-10-2025,31,,,,,,,,
445,632711229795690,USD,13.03,31-10-2025,31-10-2025,31,,,,,,,,
S-6650,1059413796036650,USD,637.25,31-10-2025,31-10-2025,31,,,,,,,,
S-7718,1058062262897718,USD,112.96,31-10-2025,31-10-2025,31,,,,,,,,
S-7061,1339245663807061,USD,855.1,31-10-2025,31-10-2025,31,,,,,,,,
RoiBogdan 42 14.8 3,1426674935413375,USD,158.31,31-10-2025,31-10-2025,31,,,,,,,,
RoiBogdan 47 16.10 0,1271565988305942,USD,279.84,31-10-2025,31-10-2025,31,,,,,,,,
Chris Project 1 4,1230741718756361,USD,41.46,31-10-2025,31-10-2025,31,,,,,,,,
14,1890166921821969,USD,865.06,31-10-2025,31-10-2025,31,,,,,,,,
13,1206465801206366,USD,5.0,31-10-2025,31-10-2025,31,,,,,,,,
Rich 5,2628048237587224,USD,102.78,31-10-2025,31-10-2025,31,,,,,,,,
A95,1423312528696804,USD,115.21,31-10-2025,31-10-2025,31,,,,,,,,
A87,2385799245133777,USD,593.95,31-10-2025,31-10-2025,31,,,,,,,,
A85,1207498907774455,USD,0.04,31-10-2025,31-10-2025,31,,,,,,,,
86,1189275432466438,USD,1053.74,31-10-2025,31-10-2025,31,,,,,,,,
87,1132978955298816,USD,310.32,31-10-2025,31-10-2025,31,,,,,,,,
80,700210059325115,USD,126.9,31-10-2025,31-10-2025,31,,,,,,,,
s 2828,1818111915632828,USD,27.63,31-10-2025,31-10-2025,31,,,,,,,,
S - 928,702796642390802,USD,146.33,31-10-2025,31-10-2025,31,,,,,,,,
S - 929,698944809756271,USD,131.83,31-10-2025,31-10-2025,31,,,,,,,,
RoiBogdan 44 9/6 3,1213454726904767,USD,221.52,31-10-2025,31-10-2025,31,,,,,,,,
RoiBogdan 44 9/6 1,747076397651321,USD,93.19,31-10-2025,31-10-2025,31,,,,,,,,
BABU 6,1357095815410508,USD,35.12,31-10-2025,31-10-2025,31,,,,,,,,
Rich 1,1361880085025004,USD,103.72,31-10-2025,31-10-2025,31,,,,,,,,
Rich 2,1067192535260291,USD,32.0,31-10-2025,31-10-2025,31,,,,,,,,
Visa · 5642,1366695377892287,USD,31.69,31-10-2025,31-10-2025,31,,,,,,,,
67,4082482158738830,USD,82.48,31-10-2025,31-10-2025,31,,,,,,,,
65,671360302450899,USD,65.53,31-10-2025,31-10-2025,31,,,,,,,,
63 - XM,709275878269796,USD,60.01,31-10-2025,31-10-2025,31,,,,,,,,
58 - XM,3865518246927469,USD,362.63,31-10-2025,31-10-2025,31,,,,,,,,
Visa · 7643,994046752815783,USD,224.39,31-10-2025,31-10-2025,31,,,,,,,,
"Visa · 7619 - 0,00 USD - XM",2130671120680168,USD,440.4,31-10-2025,31-10-2025,31,,,,,,,,
Visa · 7627,23887144480920210,USD,220.7,31-10-2025,31-10-2025,31,,,,,,,,
S-1247184470308567,1247184470308567,USD,76.95,31-10-2025,31-10-2025,31,,,,,,,,
S-1005548825061443,1005548825061443,USD,259.15,31-10-2025,31-10-2025,31,,,,,,,,
S-1258431735901068,1258431735901068,USD,59.62,31-10-2025,31-10-2025,31,,,,,,,,
L8 2,665122496329124,USD,344.32,31-10-2025,31-10-2025,31,,,,,,,,
Visa · 7676,1942306772960708,USD,64.4,31-10-2025,31-10-2025,31,,,,,,,,
S - 933,1579983169384266,VND,58.43,31-10-2025,31-10-2025,31,,,,,,,,
Visa · 4518,2396689410731173,VND,251.8,31-10-2025,31-10-2025,31,,,,,,,,
S - 1420104222696023,1420104222696023,VND,18.64,31-10-2025,31-10-2025,31,,,,,,,,
S - 645892328191268,645892328191268,VND,165.63,31-10-2025,31-10-2025,31,,,,,,,,
S - 1157003426134021,1157003426134021,VND,114.88,31-10-2025,31-10-2025,31,,,,,,,,
S - 1867297707374685,1867297707374685,VND,646.63,31-10-2025,31-10-2025,31,,,,,,,,
S - 1705399887081229,1705399887081229,VND,94.14,31-10-2025,31-10-2025,31,,,,,,,,
bao anh,2170085786781427,VND,131.4,31-10-2025,31-10-2025,31,,,,,,,,
Visa · 4526,604031612682245,VND,62.16,31-10-2025,31-10-2025,31,,,,,,,,
